Customer_Index,Cluster,Churn_Probability,Recommendations
5988,0,0.4798,Promote yearly subscription plans | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
5989,3,0.4416,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
5990,3,0.0336,Recommend bundled services to increase value | Promote Online Security + Tech Support package
5991,3,0.0159,Recommend bundled services to increase value | Promote Online Security + Tech Support package
5992,3,0.0449,Recommend bundled services to increase value
5993,0,0.0954,Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
5994,3,0.734,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
5995,0,0.1716,Promote yearly subscription plans | Provide onboarding support & welcome discount
5996,3,0.0158,Stay connected with loyalty offers
5997,3,0.0168,Stay connected with loyalty offers
5998,2,0.6377,Promote yearly subscription plans | Provide personalized pricing / bundle offers
5999,1,0.0697,Stay connected with loyalty offers
6000,1,0.0075,Stay connected with loyalty offers
6001,1,0.0696,Provide personalized pricing / bundle offers
6002,1,0.0615,Promote yearly subscription plans
6003,3,0.4768,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6004,3,0.2978,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6005,0,0.494,Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
6006,2,0.3399,Provide personalized pricing / bundle offers
6007,3,0.3329,Promote yearly subscription plans | Recommend bundled services to increase value
6008,1,0.5741,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6009,3,0.0842,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6010,0,0.3976,Promote yearly subscription plans | Provide onboarding support & welcome discount
6011,3,0.8946,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6012,3,0.7831,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6013,3,0.027,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6014,3,0.1283,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6015,1,0.4519,Promote yearly subscription plans
6016,1,0.1262,Provide personalized pricing / bundle offers
6017,3,0.4319,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6018,3,0.0184,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6019,3,0.0796,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6020,1,0.2508,Stay connected with loyalty offers
6021,0,0.4554,Promote yearly subscription plans
6022,3,0.1316,Recommend bundled services to increase value
6023,3,0.241,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6024,1,0.0253,Stay connected with loyalty offers
6025,3,0.8239,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
6026,2,0.1273,Provide personalized pricing / bundle offers
6027,3,0.0498,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6028,3,0.7277,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
6029,0,0.913,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
6030,0,0.8967,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
6031,2,0.0794,Stay connected with loyalty offers
6032,0,0.062,Stay connected with loyalty offers
6033,3,0.6596,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6034,0,0.5316,Promote yearly subscription plans | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
6035,3,0.5142,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6036,0,0.3042,Stay connected with loyalty offers
6037,3,0.5983,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6038,0,0.7925,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
6039,2,0.4583,Provide personalized pricing / bundle offers
6040,3,0.0477,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6041,1,0.308,Stay connected with loyalty offers
6042,3,0.1149,Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6043,1,0.0188,Stay connected with loyalty offers
6044,3,0.8476,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6045,3,0.2451,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6046,1,0.3369,Provide personalized pricing / bundle offers
6047,1,0.1503,Stay connected with loyalty offers
6048,3,0.9123,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6049,3,0.0083,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6050,1,0.1503,Provide personalized pricing / bundle offers
6051,3,0.0084,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6052,3,0.8394,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
6053,2,0.0825,Stay connected with loyalty offers
6054,3,0.141,Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6055,3,0.096,Promote yearly subscription plans | Provide onboarding support & welcome discount
6056,2,0.1977,Stay connected with loyalty offers
6057,3,0.1707,Recommend bundled services to increase value
6058,1,0.1225,Provide personalized pricing / bundle offers
6059,0,0.7261,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
6060,1,0.7367,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans
6061,0,0.1249,Promote yearly subscription plans
6062,3,0.0301,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6063,0,0.8658,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
6064,3,0.5206,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6065,3,0.7508,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6066,3,0.3741,Promote yearly subscription plans | Provide onboarding support & welcome discount
6067,3,0.0845,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6068,2,0.3384,Provide personalized pricing / bundle offers
6069,3,0.2801,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6070,2,0.0424,Provide personalized pricing / bundle offers
6071,3,0.4986,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6072,2,0.0885,Stay connected with loyalty offers
6073,3,0.0083,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6074,2,0.5236,Provide personalized pricing / bundle offers
6075,1,0.0364,Stay connected with loyalty offers
6076,1,0.3133,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6077,3,0.0132,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6078,3,0.007,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6079,2,0.0738,Provide personalized pricing / bundle offers
6080,3,0.0521,Promote yearly subscription plans | Recommend bundled services to increase value
6081,3,0.0346,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6082,3,0.3858,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6083,0,0.6932,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6084,3,0.0045,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6085,2,0.0162,Provide personalized pricing / bundle offers
6086,3,0.0052,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6087,3,0.5179,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6088,0,0.1031,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6089,2,0.2005,Provide personalized pricing / bundle offers
6090,1,0.007,Stay connected with loyalty offers
6091,2,0.1888,Provide personalized pricing / bundle offers
6092,3,0.0278,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6093,3,0.2859,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6094,3,0.0119,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6095,1,0.2115,Stay connected with loyalty offers
6096,0,0.8037,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
6097,2,0.6531,Provide personalized pricing / bundle offers
6098,3,0.0242,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6099,3,0.0099,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6100,3,0.5908,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6101,3,0.0539,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6102,0,0.8337,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
6103,3,0.0284,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6104,3,0.3453,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6105,3,0.0759,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6106,0,0.7533,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
6107,1,0.0063,Stay connected with loyalty offers
6108,2,0.5666,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6109,3,0.8746,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6110,2,0.1553,Provide personalized pricing / bundle offers
6111,0,0.1458,Stay connected with loyalty offers
6112,1,0.0804,Stay connected with loyalty offers
6113,0,0.5322,Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
6114,2,0.0525,Provide personalized pricing / bundle offers
6115,1,0.114,Stay connected with loyalty offers
6116,3,0.2719,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6117,2,0.0247,Provide personalized pricing / bundle offers
6118,1,0.2637,Promote yearly subscription plans
6119,0,0.6146,Promote yearly subscription plans | Provide onboarding support & welcome discount
6120,1,0.0469,Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
6121,2,0.0671,Provide personalized pricing / bundle offers
6122,1,0.0385,Stay connected with loyalty offers
6123,3,0.5065,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6124,3,0.016,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6125,0,0.7024,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
6126,3,0.5997,Promote yearly subscription plans | Recommend bundled services to increase value
6127,3,0.008,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6128,2,0.1082,Provide personalized pricing / bundle offers
6129,3,0.8784,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6130,3,0.0361,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6131,0,0.266,Promote yearly subscription plans
6132,2,0.7566,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
6133,3,0.5706,Promote yearly subscription plans
6134,2,0.2458,Provide personalized pricing / bundle offers
6135,2,0.7351,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
6136,2,0.0239,Stay connected with loyalty offers
6137,1,0.5797,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6138,3,0.6398,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6139,3,0.7963,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6140,3,0.3715,Promote yearly subscription plans | Recommend bundled services to increase value
6141,3,0.007,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6142,0,0.3565,Promote yearly subscription plans
6143,3,0.0281,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6144,2,0.3615,Provide personalized pricing / bundle offers
6145,0,0.8195,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
6146,2,0.1343,Provide personalized pricing / bundle offers
6147,2,0.0253,Provide personalized pricing / bundle offers
6148,3,0.3483,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6149,3,0.7343,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6150,2,0.2252,Provide personalized pricing / bundle offers
6151,2,0.0341,Provide personalized pricing / bundle offers
6152,1,0.2057,Stay connected with loyalty offers
6153,3,0.2056,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6154,3,0.5467,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6155,3,0.29,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6156,2,0.023,Stay connected with loyalty offers
6157,0,0.3618,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6158,3,0.0067,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6159,0,0.0663,Stay connected with loyalty offers
6160,3,0.0215,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6161,3,0.6143,Promote yearly subscription plans | Recommend bundled services to increase value
6162,2,0.6809,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6163,3,0.0069,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6164,3,0.127,Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6165,0,0.8783,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount
6166,1,0.0737,Promote yearly subscription plans
6167,3,0.8797,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6168,1,0.0285,Recommend bundled services to increase value
6169,0,0.7542,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans
6170,1,0.4541,Provide personalized pricing / bundle offers
6171,3,0.8795,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6172,3,0.8685,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6173,2,0.5846,Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
6174,2,0.0199,Provide personalized pricing / bundle offers
6175,3,0.0468,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6176,2,0.3591,Provide personalized pricing / bundle offers
6177,2,0.4486,Provide personalized pricing / bundle offers
6178,3,0.6215,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6179,1,0.1913,Promote yearly subscription plans | Recommend bundled services to increase value
6180,3,0.5386,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6181,3,0.0619,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6182,2,0.0654,Provide personalized pricing / bundle offers
6183,3,0.0321,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6184,3,0.5623,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6185,3,0.0331,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6186,3,0.5102,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6187,3,0.5504,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6188,3,0.0489,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6189,3,0.7849,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6190,1,0.1375,Provide personalized pricing / bundle offers
6191,3,0.6367,Promote yearly subscription plans | Recommend bundled services to increase value
6192,1,0.0522,Stay connected with loyalty offers
6193,3,0.1427,Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6194,1,0.0433,Stay connected with loyalty offers
6195,2,0.1594,Stay connected with loyalty offers
6196,3,0.0102,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6197,3,0.3729,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6198,3,0.0257,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6199,3,0.0053,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6200,3,0.0932,Promote yearly subscription plans | Recommend bundled services to increase value
6201,1,0.5829,Promote yearly subscription plans
6202,2,0.084,Provide personalized pricing / bundle offers
6203,3,0.4309,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
6204,3,0.0146,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6205,1,0.1135,Promote yearly subscription plans
6206,3,0.0404,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6207,3,0.0072,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6208,3,0.0269,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6209,1,0.4153,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6210,3,0.4626,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
6211,1,0.1519,Provide personalized pricing / bundle offers
6212,2,0.5342,Provide personalized pricing / bundle offers
6213,0,0.9462,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
6214,3,0.7878,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6215,1,0.3691,Provide personalized pricing / bundle offers
6216,0,0.5756,Promote yearly subscription plans | Provide onboarding support & welcome discount
6217,3,0.5346,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
6218,1,0.179,Provide personalized pricing / bundle offers
6219,1,0.0879,Promote yearly subscription plans
6220,3,0.0346,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6221,2,0.1604,Provide personalized pricing / bundle offers
6222,3,0.5705,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6223,3,0.0056,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6224,1,0.0459,Stay connected with loyalty offers
6225,0,0.7878,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6226,0,0.1596,Stay connected with loyalty offers
6227,2,0.0416,Provide personalized pricing / bundle offers
6228,0,0.867,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
6229,3,0.0052,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6230,0,0.2657,Stay connected with loyalty offers
6231,0,0.5221,Promote yearly subscription plans | Provide onboarding support & welcome discount
6232,3,0.0456,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6233,3,0.005,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6234,1,0.4843,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6235,1,0.0952,Provide personalized pricing / bundle offers
6236,0,0.6176,Promote yearly subscription plans
6237,3,0.0088,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6238,2,0.3832,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6239,3,0.4393,Promote yearly subscription plans | Recommend bundled services to increase value
6240,1,0.0493,Provide personalized pricing / bundle offers
6241,3,0.3472,Promote yearly subscription plans | Recommend bundled services to increase value
6242,2,0.0861,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6243,1,0.0559,Provide personalized pricing / bundle offers
6244,1,0.2253,Promote yearly subscription plans
6245,3,0.5387,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6246,0,0.6298,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6247,3,0.2234,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6248,3,0.7191,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
6249,1,0.3712,Promote yearly subscription plans
6250,2,0.0052,Stay connected with loyalty offers
6251,3,0.6443,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6252,3,0.0066,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6253,1,0.4743,Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
6254,3,0.6979,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
6255,1,0.4811,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6256,0,0.0801,Stay connected with loyalty offers
6257,1,0.0251,Promote yearly subscription plans
6258,1,0.0483,Stay connected with loyalty offers
6259,1,0.3696,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6260,0,0.9374,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
6261,3,0.0048,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6262,2,0.2895,Provide personalized pricing / bundle offers
6263,3,0.1096,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6264,3,0.4332,Promote yearly subscription plans | Recommend bundled services to increase value
6265,3,0.0269,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6266,1,0.3404,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6267,3,0.0297,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6268,0,0.0961,Stay connected with loyalty offers
6269,3,0.0089,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6270,3,0.0879,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6271,0,0.7367,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans
6272,2,0.1661,Stay connected with loyalty offers
6273,0,0.7657,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6274,3,0.0127,Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6275,3,0.006,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6276,0,0.3006,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6277,3,0.8455,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
6278,2,0.0157,Provide personalized pricing / bundle offers
6279,3,0.0249,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6280,0,0.8969,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
6281,3,0.047,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6282,2,0.2414,Provide personalized pricing / bundle offers
6283,3,0.013,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6284,3,0.8332,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6285,2,0.0654,Provide personalized pricing / bundle offers
6286,1,0.0313,Provide personalized pricing / bundle offers
6287,1,0.2633,Stay connected with loyalty offers
6288,3,0.1478,Promote yearly subscription plans | Recommend bundled services to increase value
6289,0,0.0427,Stay connected with loyalty offers
6290,3,0.0304,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6291,3,0.0088,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6292,3,0.0603,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6293,2,0.639,Provide personalized pricing / bundle offers
6294,2,0.487,Provide personalized pricing / bundle offers
6295,3,0.8395,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
6296,3,0.5671,Promote yearly subscription plans | Provide onboarding support & welcome discount
6297,3,0.0316,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6298,2,0.4129,Provide personalized pricing / bundle offers
6299,0,0.043,Stay connected with loyalty offers
6300,3,0.1105,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6301,3,0.3267,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6302,3,0.028,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6303,3,0.048,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6304,3,0.3047,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6305,3,0.0098,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6306,0,0.7638,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
6307,3,0.1886,Promote yearly subscription plans | Recommend bundled services to increase value
6308,3,0.093,Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6309,2,0.3302,Provide personalized pricing / bundle offers
6310,2,0.4765,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6311,3,0.4224,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6312,3,0.0958,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6313,3,0.4087,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6314,3,0.0163,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6315,0,0.7509,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
6316,0,0.7467,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans
6317,3,0.005,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6318,2,0.3621,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6319,3,0.2877,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6320,2,0.0128,Stay connected with loyalty offers
6321,3,0.0136,Recommend bundled services to increase value | Promote Online Security + Tech Support package
